"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.54600",3.74526259018715,2.30212832950848,1.26459517642435,1.8204468690271,0.0686909804187283,0.811586378358808
"MSTRG.54609",919.65073137941,-3.58476297951728,1.2479646183563,-2.87248767055494,0.00407253970102581,0.478163745221142
"MSTRG.58112",3.61494423414295,-0.472003491881955,1.24360719735091,-0.379543872765774,0.704284031269901,0.997741317008775
"MSTRG.58111",20.830055798445,0.247402370505423,0.640837095585736,0.386061250526224,0.699451306963136,0.997589354566234
"MSTRG.57556",9.61214227352502,0.763399272693198,0.919330534085495,0.830386073766809,0.406320536783988,0.973705513231652
"MSTRG.57557",24.0096151127128,-1.29733485242262,0.631777467291407,-2.05346806365955,0.04002720401811,0.746430391229245
"MSTRG.57550",128.645081091526,0.36795672314385,0.420760359128523,0.874504252030682,0.381843705632553,0.970031814559364
"MSTRG.57558",16.9150949166263,0.357726807298584,0.886801176703941,0.40339009092002,0.686661275244471,0.997572150661807
"MSTRG.57559",8.99445926657712,-2.17933352809877,0.947507309687465,-2.3000704119292,0.0214442312435999,0.668015041304033
"MSTRG.56606",19.7534177774348,0.50582157169582,0.750320797715166,0.674140411989271,0.500222049150763,0.987498072015856
"MSTRG.56603",64.6428692356238,0.452798430118329,0.747455201832169,0.605786713382187,0.544656393713919,0.99032567611818
"MSTRG.56608",56.2893682820672,-0.544148698036299,0.652510417086627,-0.833931051194326,0.404319838338519,0.973705513231652
"MSTRG.20438",60.0239285379979,-0.585329610999161,0.514948177683515,-1.13667673052511,0.255673450382006,0.945038114357207
"MSTRG.43179",122.704217383507,3.32435591694322,0.639727881228662,5.19651560372585,2.03058564317876e-07,0.0246261851275707
"MSTRG.43178",1928.12022458216,1.06909482722326,0.314459502992382,3.39978540018602,0.000674387592346758,0.313108023199879
"MSTRG.19848",11.0245498894777,-1.59968103213132,0.969832605495642,-1.64944034987748,0.0990574540825731,0.852115241445434
"MSTRG.19846",162.435481275154,-1.13441799726861,0.430068971501872,-2.63775829562183,0.00834560420000167,0.556624010111465
"MSTRG.43177",33.6017186743159,1.46410253202299,1.09179911729338,1.34099992281783,0.179920477658189,0.918160225864983
"MSTRG.19842",21.6138599474485,0.0613461171909108,0.613941145125662,0.0999218209725209,0.92040639241673,0.999794484745969
"MSTRG.19843",10832.2583239377,0.407820433785922,0.329899334615908,1.2361965939117,0.216385496479386,0.934602205660771
"MSTRG.19840",25.2813959107003,-1.32314869218738,1.17930332427863,-1.121974868507,0.261873125561446,0.945038114357207
"MSTRG.43172",10.2297334230776,-0.827659843230147,0.896771137479978,-0.922933186226264,0.356042024961414,0.967369495702417
"MSTRG.15172",7.6442464260533,-0.496777303172481,0.877627283081299,-0.566045874768528,0.571362595650503,0.991680186040669
"MSTRG.15171",13.3809702174189,0.757892936784506,0.973560149126618,0.77847571869536,0.436288615707268,0.980151584728283
"MSTRG.32270",27.342718469097,1.25191384735448,1.06971876807742,1.17032054098155,0.241871998656811,0.945038114357207
"MSTRG.15177",60.3771697634267,0.177817399299396,0.450158860122526,0.395010328689292,0.692835265357491,0.997572150661807
"MSTRG.37305",198.877666564171,3.93783360793228,0.732035087237053,5.37929626132402,7.4777566135477e-08,0.0172742956348164
"MSTRG.10525",40.5351622697937,-0.342419394009278,0.558022204117075,-0.613630410193207,0.539459583448286,0.990130160358043
"MSTRG.10529",5.00674190176447,-0.473762665396635,1.17630524961846,-0.402754867880003,0.687128565736455,0.997572150661807
"MSTRG.5663",16.540731361391,-1.29308478776542,0.726615357900172,-1.77960013328411,0.0751414243979476,0.821393204091836
"MSTRG.5664",3.61739625470581,0.823687026238657,1.26452420065293,0.651380990425769,0.514800578670968,0.989030757238978
"MSTRG.5666",23.4636404768788,0.623440152953754,0.696338612046477,0.89531176667271,0.370620451995095,0.968894768076571
"MSTRG.5667",19.9196765949045,0.936648320981807,0.685934631877003,1.36550667870311,0.172093855412309,0.913901515252176
"MSTRG.38305",776.159750795296,4.70107417137274,0.633118367112014,7.42526897903281,1.1255095395374e-13,0.00011447097089473
"MSTRG.38307",7.59410059273116,3.64058522707391,1.06594092272313,3.41537241836386,0.000636948600148245,0.307459929117316
"MSTRG.38300",13.3003285061644,2.47978138062686,1.24431177206412,1.99289393245335,0.0462730628795219,0.766498172768143
"MSTRG.38309",186.093378019329,1.57919227195626,0.498565193380789,3.16747396914674,0.00153769475699577,0.385287611305943
"MSTRG.3840",524.275488496494,0.168617073611751,0.395191771551158,0.426671519373786,0.669618597573797,0.997062314051395
"MSTRG.3846",39.4980233098197,0.181484422797751,0.563520490449996,0.32205470053596,0.747411255146569,0.998309558130677
"MSTRG.3847",25.9145116143665,0.646347879913196,0.868691850061781,0.744047362556962,0.456847822195018,0.982567128730884
"MSTRG.18718",296.305278249666,0.378036992820848,0.422171015681959,0.895459372572467,0.370541574427688,0.968894768076571
"MSTRG.37643",23.6867881154212,1.81439876689465,1.10574841916537,1.64087846335261,0.100822646455375,0.853570768716998
"MSTRG.18714",307.693478104957,1.28802966957578,0.380428193296089,3.38573663117892,0.000709874771600573,0.317361118652458
"MSTRG.18717",38.7606248484051,0.219733977318614,0.656606345931293,0.334651010731485,0.737888360333639,0.998309558130677
"MSTRG.11395",11.6218438184849,-2.31556742138984,1.06076835517675,-2.18291525203352,0.0290420516255693,0.702217728627519
"MSTRG.18711",197.586790707706,0.455472133990644,0.451227483809118,1.00940689637452,0.312779532401962,0.957132604805152
"MSTRG.18710",2751.33662111854,0.128523560307061,0.431724467153159,0.297698115547077,0.765933581830854,0.998309558130677
"MSTRG.18713",161.719879097911,0.783519608372044,0.5467946252743,1.43293216896379,0.151877222963215,0.902380803370777
"MSTRG.16189",9.24262362867691,1.7297937318482,0.950846722896474,1.81921406489039,0.0688787778650936,0.811717182682775
"MSTRG.6310",286.058905195472,1.21283059175209,0.386644572981856,3.13681007442719,0.00170796727691956,0.397400869217272
"MSTRG.6313",34.5017201944222,0.365577856844944,0.645345841123758,0.566483633346661,0.571065055753661,0.991680186040669
"MSTRG.6312",205.927599048997,0.457975411496062,0.287633258352321,1.59221994744116,0.111335292706647,0.865537192650763
"MSTRG.6317",13.6672519499336,0.0377470498575637,0.837172178799843,0.0450887533215417,0.964036565855913,0.999897949412632
"MSTRG.6316",12.2135228365362,-1.48548787174301,1.18969327085506,-1.24863097752529,0.211800076733543,0.932767632437579
"MSTRG.33374",6.52029157344535,-2.55994547386545,1.25364908052088,-2.04199525500534,0.0411520020095624,0.750092550988025
"MSTRG.33379",15.5038303568492,-0.3933135345528,0.724109623587599,-0.543168495129411,0.587013796047375,0.99256347803824
"MSTRG.57624",177.200946834302,0.517658810736846,0.367962637088058,1.40682438530563,0.159479469767441,0.909279882828152
"MSTRG.43825",63.0795104093781,-0.816709588266373,0.464600752000311,-1.75787401279502,0.0787689484497153,0.826741779286913
