"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.38305",69.0243753046878,2.42706737731859,0.560703524541541,4.32861088095189,1.50052781755885e-05,0.0291671623986543
"MSTRG.58936",16.8297698304437,-3.9428961545136,0.777339802494707,-5.07229417798975,3.93048150846627e-07,0.00384673941066061
"MSTRG.11058",43.6155064674861,-5.61244658676177,0.695428426834584,-8.07048773129425,7.00179000175059e-16,3.49016325007501e-08
"MSTRG.56254",215.628974776275,0.947343711224405,0.247803900743617,3.82295721892024,0.000131860664473043,0.0866417859614907
"MSTRG.41652",1885.47102471108,-1.18517817989234,0.307605451580999,-3.85291669507444,0.000116719109387542,0.0824522062755909
"MSTRG.636",80.4435129936499,3.53134839741161,0.565372651165228,6.24605450959386,4.20950321425603e-10,7.54233950439862e-05
"MSTRG.10035",29.6846210649644,2.03436176017109,0.527437532365772,3.85706673365878,0.000114755840378052,0.0817600929868078
"MSTRG.39387",75.9512419222135,-1.74897128147844,0.421793224616218,-4.14651345589963,3.3757634960756e-05,0.0442108895285237
"MSTRG.14620",576.735678323292,2.22724511929249,0.360744911342832,6.17401673387943,6.65764898281249e-10,9.75212851922119e-05
"MSTRG.26616",18.2132788607435,3.82299234681617,0.791447601750821,4.83037959602005,1.36273000209147e-06,0.00774154910689449
"MSTRG.15996",253.989654552079,2.68368047500907,0.51177133222772,5.24390544372057,1.57212790563372e-07,0.00236116635587987
"MSTRG.47697",71.3376267956179,-1.76995042888952,0.405895657175737,-4.36060449920804,1.2970362009808e-05,0.0266682400568127
"MSTRG.49598",100.104829203828,-3.23787446076914,0.712806508760581,-4.54243110995031,5.56091718730859e-06,0.0164904466315445
"MSTRG.43857",222.880591042546,1.94067791298585,0.333151193515337,5.82521675071385,5.70385225061256e-09,0.000370018719009619
"MSTRG.6219",318.531267305111,-0.938752266894116,0.221663880684119,-4.23502585985977,2.28525405754969e-05,0.0362312164348585
"MSTRG.37254",51.2481733988072,-3.89116449466692,0.749209812893103,-5.19369131010316,2.06164876308105e-07,0.00272952923845359
"MSTRG.37258",737.458638887361,3.48440410994032,0.537396246467616,6.48386387669028,8.94028898020811e-11,2.89981388540341e-05
"MSTRG.20874",28.9486276821669,-2.13224651363192,0.560128454340107,-3.80670986647864,0.000140827792761905,0.0900596944474249
"MSTRG.33788",85.4139457246741,4.02664845314606,0.435091792286557,9.25471021180298,2.14812312728712e-20,5.97494910690801e-11
"MSTRG.19106",126.176790851633,2.42028363279714,0.354810055146757,6.82135017790311,9.01887969955769e-12,8.64118040796635e-06
"MSTRG.50614",609.972456263742,2.5167964782151,0.405507218503036,6.2065392756905,5.41640889318437e-10,8.5995789510434e-05
"MSTRG.50616",157.298844643562,1.92584669567629,0.35341206736833,5.44929523775755,5.05698067791477e-08,0.00124392440217069
"MSTRG.49293",21.6367558603443,4.40809594199218,0.767312516122001,5.74485082593297,9.20020580969221e-09,0.000478350634725788
"MSTRG.58022",358.855212861503,3.79459012794226,0.662901776349149,5.72421173592339,1.03915084843127e-08,0.000513731482318408
"MSTRG.14960",50.3191583499764,-3.17795242331226,0.642062029611449,-4.94960342887031,7.43648506857111e-07,0.00560629059372239
"MSTRG.22031",53.2003611644441,3.98286773510265,0.585570188984041,6.80169142833738,1.03397886013834e-11,9.1218854536597e-06
"MSTRG.22030",339.812895000025,3.1186659393528,0.464323152251893,6.71658504261045,1.86032755813962e-11,1.19740441626007e-05
"MSTRG.11293",101.086372001609,3.13972535808229,0.478887406736108,6.55629134096742,5.51624126986769e-11,2.28881686012651e-05
"MSTRG.11291",105.902107455233,3.56435992439499,0.639110861230614,5.5770604766938,2.44616845695205e-08,0.00081287486756391
