"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.19846",334.419784649714,-1.28587469169372,0.394709673773238,-3.25777343990929,0.00112290017166757,0.0432935572956475
"MSTRG.38305",573.852563016492,3.10330810567485,0.483401539968127,6.41973152563699,1.3651488647161e-10,4.06141974931136e-08
"MSTRG.20696",56.3663525666562,1.57485675319236,0.533866560114821,2.94990709448753,0.00317869498506681,0.090179034447219
"MSTRG.11051",206.519211196304,1.20461207271528,0.394137124543672,3.05632734828003,0.00224066481920429,0.0711468468502484
"MSTRG.44721",17.0464212920569,-2.38031437105371,0.740844630500109,-3.21297377757449,0.00131368282911344,0.0489451211826509
"MSTRG.58487",136.922407741075,-1.5248407445443,0.465060837525069,-3.27879843131728,0.00104250070365852,0.041312458302237
"MSTRG.57453",8.11919909805053,2.24393653353173,0.740335548960532,3.03097228909557,0.00243767618914442,0.0758619531346399
"MSTRG.18797",21.3155028248232,2.48160838653695,0.695882273239099,3.56613249391437,0.000362288259860588,0.018422173172962
"MSTRG.20606",160.952894525662,-0.945083918216407,0.32083257254601,-2.94572309387593,0.00322200701800722,0.0907122399575395
"MSTRG.48919",247.530942227693,-1.35337246881202,0.434704581897884,-3.11331539893899,0.00184998200868454,0.0627137608488248
"MSTRG.24797",8.05225094335276,-2.33096472195641,0.742726203936111,-3.13839031072737,0.00169878503167,0.058687790540089
"MSTRG.48958",325.492638573922,1.99466660716838,0.468142118526561,4.26081424471362,2.03683472632454e-05,0.00175758556709208
"MSTRG.636",209.751021290258,2.32112683903128,0.465712558619434,4.9840331682531,6.22723976371288e-07,8.22036888808536e-05
"MSTRG.31672",1394.7544631896,1.58303571807829,0.488917248020305,3.23783978677011,0.00120438423983484,0.0456406674004332
"MSTRG.52591",10.1782273036023,-2.80351332415803,0.740546312259086,-3.78573666190535,0.000153253901811046,0.0089847353670576
"MSTRG.17749",23.736348002809,2.11887668349053,0.722566665833308,2.93243071356871,0.00336319957286464,0.0938916765909116
"MSTRG.22182",57.7004957869793,-2.24853325910362,0.546625302255169,-4.11348184913327,3.89735698153187e-05,0.00296511514171277
"MSTRG.37463",257.320513587036,-1.70375124466889,0.432290298277425,-3.94122017416984,8.10681701974477e-05,0.00553401313885522
"MSTRG.26616",40.6364804498115,3.44321606649197,0.674081832978051,5.10800899540648,3.25571155424243e-07,4.73694148983316e-05
"MSTRG.23677",360.487090922457,-0.991272124232349,0.327255676884366,-3.02904485468287,0.00245328255687091,0.0760517592629981
