"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.5663",226.338010344279,-1.82131493048104,0.319648290932547,-5.69787163625217,1.21312331859218e-08,0.0267661619863921
"MSTRG.201",83.6092774891753,-3.29359693231444,0.42244243036785,-7.79655805276586,6.36185619420419e-15,0.000261258197889407
"MSTRG.20697",330.693367916036,-1.57362788215533,0.191063887386656,-8.23613453949451,1.77863909704208e-16,8.49397163024445e-05
"MSTRG.20521",362.433589926476,-1.3011862414395,0.212529930480353,-6.12236704024982,9.21953424452218e-10,0.0118858083244261
"MSTRG.20520",108.117166392257,-2.62076299004189,0.300925689995679,-8.70900384104634,3.06556890841658e-18,2.09062503409783e-05
"MSTRG.23220",532.638900441341,-1.32545923227794,0.182092046484215,-7.27906164969613,3.36150052745133e-13,0.000940154108974723
"MSTRG.23226",370.352255196865,1.35223425204119,0.231335344751224,5.84534219574344,5.05527971117675e-09,0.0203453944272022
"MSTRG.29159",101.917862239285,1.02717126681068,0.160609080979581,6.39547440621534,1.60049649899565e-10,0.00716829571646052
"MSTRG.26086",146.69110514153,-1.04549896138432,0.193057429713444,-5.41548161568376,6.11239525551511e-08,0.042386542966833
"MSTRG.14412",218.973133355394,-2.20804893001085,0.254052592984237,-8.69130641051103,3.58295257859166e-18,2.1889659193815e-05
"MSTRG.26519",71.2011467196794,-3.59849520992496,0.512358540485506,-7.02339265490735,2.16544532845059e-12,0.00163659215833923
"MSTRG.15244",766.063726113957,-2.41978409202902,0.275708944684991,-8.7765890032829,1.68507422952496e-18,1.797210820608e-05
"MSTRG.18790",100.931150101308,-1.05881219875061,0.169370898401113,-6.25144111973168,4.06682423315897e-10,0.00917272368608904
"MSTRG.1996",270.111928358102,1.84601936989755,0.277823746799486,6.64457013183211,3.04103285560287e-11,0.00393085525791701
"MSTRG.3341",82.220367337837,-3.75905414812665,0.68646128514711,-5.47598856550385,4.35075784177215e-08,0.0385456471433099
"MSTRG.3340",760.321735640632,-3.32951683978691,0.481273669513339,-6.91813629271199,4.57623923850264e-12,0.00207228390463856
"MSTRG.3343",382.910646435823,-1.10462862995956,0.176225405161189,-6.26827118910114,3.65078573603604e-10,0.00895766783218925
"MSTRG.31821",496.540846188467,-1.22141856809022,0.198245448633548,-6.16114305023963,7.22217116157662e-10,0.0110923419782879
"MSTRG.5582",604.292706710537,-3.62650012251538,0.388011311999761,-9.34637731004505,9.07011815418226e-21,3.3850178024441e-06
"MSTRG.31164",268.474606359086,1.44663202985923,0.263635880265376,5.48723500155992,4.08273830331811e-08,0.0380314430397496
"MSTRG.17201",279.671458517848,-1.4805206133619,0.221319506716735,-6.68951704856639,2.23908300191847e-11,0.00356014554013126
"MSTRG.35093",21.0051489242946,-3.93946626816118,0.506741243483983,-7.77411809048004,7.59748389706031e-15,0.000276243272272308
"MSTRG.10445",745.502351094237,-4.78341099156456,0.508585377030226,-9.40532545291855,5.1869431820948e-21,2.86472300720573e-06
"MSTRG.12591",1831.57955450043,-4.87658080500179,0.464230953253765,-10.5046438002941,8.22326522538483e-26,5.90805073435214e-08
"MSTRG.8146",269.741013320891,-2.35067595435007,0.384336966957175,-6.11618490139147,9.58421149455286e-10,0.0119485780403354
"MSTRG.4793",67.2278521919396,-2.40671110374803,0.396653973866598,-6.06753306991309,1.29889878810691e-09,0.0132203178916319
"MSTRG.33174",198.938436804898,-3.98375623794599,0.37759186308035,-10.550429253022,5.05655476170326e-26,5.11478513876007e-08
"MSTRG.13993",1274.19993537055,-2.16751368214922,0.342909752590613,-6.32094498851111,2.59968568337243e-10,0.0082046497943162
