"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.54609",988.227179473442,12.6956964129799,2.13945782999409,5.93407181716452,2.95512466521963e-09,7.69213752311484e-06
"MSTRG.58112",17.7026010095219,-1.58993041577503,1.93603539689119,-0.821230034496313,0.411515251751829,0.98787577716753
"MSTRG.58111",13.9003079762174,0.649212895802689,0.859019742759203,0.75576015717333,0.449793008888302,0.996174601825699
"MSTRG.57557",12.9011515178064,-0.124497934059374,0.894885489301589,-0.139121636843769,0.889354030759343,0.998985144359206
"MSTRG.57550",223.114216874596,0.0995183576284635,0.320869616460898,0.310152013537845,0.756445359973386,0.998900867229207
"MSTRG.57558",28.0789943114904,0.591456406330025,1.39117734800107,0.425148100046241,0.670728715612873,0.998900867229207
"MSTRG.57559",36.5113705416355,0.930239193718628,0.919096821465833,1.01212317570093,0.311479162551766,0.95827212378076
"MSTRG.56604",41.3873855915556,5.67137500721915,1.8976953631741,2.98855923731255,0.00280296159514163,0.204171214311823
"MSTRG.56603",153.751299963606,0.908757270531352,0.635847920803551,1.42920538197705,0.152945211277218,0.884448799056581
"MSTRG.56608",99.3832597786738,0.0548583243312404,0.413343681243175,0.132718429773133,0.894416066954449,0.998985144359206
"MSTRG.20438",61.096798372554,-0.301269853889534,0.86204577837484,-0.349482430570566,0.726727158679588,0.998900867229207
"MSTRG.43179",19.7898345996581,-1.40851609813894,1.28619095911953,-1.0951065144348,0.273469975031729,0.948407882960437
"MSTRG.43178",1196.27648827155,0.2141183800872,0.525843341796387,0.407190436900329,0.683868124785723,0.998900867229207
"MSTRG.19848",11.6459590024403,-0.970548338464551,1.84942532662541,-0.524783739301051,0.599733536670308,0.998900867229207
"MSTRG.19846",222.08172904246,-0.263764984464849,0.280543136208726,-0.940194039424322,0.34711803866976,0.976725624584642
"MSTRG.43177",39.1039928777564,0.26016132075707,1.40545582710934,0.185108144801786,0.853144213379407,0.998900867229207
"MSTRG.19842",47.3995407379054,-0.23294431380921,0.44376229720155,-0.524930385655116,0.599631585384169,0.998900867229207
"MSTRG.19843",7320.36979678893,0.296909411630941,0.265221433461685,1.11947744100341,0.262936509651353,0.94321866390088
"MSTRG.43172",141.767735758947,-0.0301020550710291,0.741216894811024,-0.0406116688404732,0.967605481442944,0.999371768200409
"MSTRG.15171",89.2206968421763,-0.172883956846777,0.615154502924932,-0.281041520503792,0.778678553898538,0.998900867229207
"MSTRG.32270",71.9206745403887,0.265939329421633,1.17962667422248,0.225443638426471,0.821634166721536,0.998900867229207
"MSTRG.15177",64.973807174527,0.936948526972737,0.888103300824163,1.05499948722547,0.291425559263602,0.953905940629544
"MSTRG.37305",19.154342702592,1.49643916228374,1.19423041954482,1.25305731439508,0.210184849061997,0.922777492538026
"MSTRG.10525",132.919877382214,-0.231565480415494,0.59270477195905,-0.39069278900878,0.696024329617952,0.998900867229207
"MSTRG.5663",46.9792680309173,-0.221152590769541,0.525524509624116,-0.420822600505772,0.673884627042229,0.998900867229207
"MSTRG.5666",21.1128921629647,-0.00842875941365742,0.748406113206436,-0.0112622802846247,0.991014190400318,0.999661569481862
"MSTRG.5667",71.7962897136645,0.645081195485165,0.545229528569423,1.18313693900206,0.236754880283972,0.934139930937202
"MSTRG.5668",46.7802618774585,0.783684901037249,1.43360124399936,0.546654730049606,0.584615960936862,0.998900867229207
"MSTRG.38305",109.958673057127,1.05821448543133,0.806309626438889,1.31241703029764,0.189379463819261,0.913885818508722
"MSTRG.38309",314.484501264835,2.06063975480355,0.822678558162306,2.50479331733964,0.0122522966870346,0.406979481827364
"MSTRG.3840",661.765551504917,-0.0336224008397571,0.20028221237256,-0.167875122016395,0.866681522104625,0.998900867229207
"MSTRG.3846",29.391012616378,-0.813876962373009,0.444402090322619,-1.83139769163139,0.0670412056089214,0.75394991878863
"MSTRG.3847",59.1441721419484,-0.579841193166931,0.408591743579641,-1.41912116991642,0.155863693003669,0.887925837252408
