"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.19846",334.419784649714,-1.28587469169372,0.394709673773238,-3.25777343990929,0.00112290017166757,0.0326673712818531
"MSTRG.38305",573.852563016492,3.10330810567485,0.483401539968127,6.41973152563699,1.3651488647161e-10,1.44175130109848e-08
"MSTRG.20696",56.3663525666562,1.57485675319236,0.533866560114821,2.94990709448753,0.00317869498506681,0.0713533745313063
"MSTRG.25340",14.8617182013317,-2.14701336128672,0.742918103270911,-2.88997313678839,0.00385274747919907,0.0810239465722765
"MSTRG.11051",206.519211196304,1.20461207271528,0.394137124543672,3.05632734828003,0.00224066481920429,0.0554066560596473
"MSTRG.44721",17.0464212920569,-2.38031437105371,0.740844630500109,-3.21297377757449,0.00131368282911344,0.0371982258236601
"MSTRG.58487",136.922407741075,-1.5248407445443,0.465060837525069,-3.27879843131728,0.00104250070365852,0.0310664991724758
"MSTRG.8591",968.309940673031,0.804980280984018,0.278621083478375,2.88915781582084,0.00386275159302436,0.0810239465722765
"MSTRG.57453",8.11919909805053,2.24393653353173,0.740335548960532,3.03097228909557,0.00243767618914442,0.0593066179090353
"MSTRG.18797",21.3155028248232,2.48160838653695,0.695882273239099,3.56613249391437,0.000362288259860588,0.0131947584909772
"MSTRG.20606",160.952894525662,-0.945083918216407,0.32083257254601,-2.94572309387593,0.00322200701800722,0.0718175199695332
"MSTRG.48919",247.530942227693,-1.35337246881202,0.434704581897884,-3.11331539893899,0.00184998200868454,0.0484138687123056
"MSTRG.24797",8.05225094335276,-2.33096472195641,0.742726203936111,-3.13839031072737,0.00169878503167,0.0451300037726799
"MSTRG.48958",325.492638573922,1.99466660716838,0.468142118526561,4.26081424471362,2.03683472632454e-05,0.00110067317489889
"MSTRG.636",209.751021290258,2.32112683903128,0.465712558619434,4.9840331682531,6.22723976371288e-07,4.36589871870357e-05
"MSTRG.31672",1394.7544631896,1.58303571807829,0.488917248020305,3.23783978677011,0.00120438423983484,0.0345491356516373
"MSTRG.18522",527.431520073704,-0.865344835257255,0.307655063342854,-2.81271117677952,0.00491257542703526,0.0971931878318737
"MSTRG.52591",10.1782273036023,-2.80351332415803,0.740546312259086,-3.78573666190535,0.000153253901811046,0.00618344366538618
