"","baseMean","log2FoldChange","lfcSE","stat","pvalue"
"MSTRG.46069",72.1826029826475,0.352982618700445,0.376943852299227,0.936432883962356,0.349050353570458
"MSTRG.12338",66.2591631079654,0.936161187467368,0.457030499004814,2.04835604955438,0.0405251246854544
"MSTRG.36427",3203.17932970221,0.208253422294327,0.187477831069786,1.11081625547934,0.266647448011081
"MSTRG.36425",48.1175908971631,0.378329937228132,0.479680283210954,0.78871271234167,0.430279936239218
"MSTRG.36424",25.2230715568161,0.808860058340786,0.597956364124674,1.35270749986054,0.176149093521604
"MSTRG.36423",23.814223639867,0.0413026633545175,0.655522035067637,0.0630072844923602,0.949760703662839
"MSTRG.36422",74.9199599533259,0.409882902689064,0.62350872542906,0.657381181645867,0.510935848657145
"MSTRG.35935",13.6807992345714,-0.255496232558953,0.670041629924668,-0.381313967891335,0.702970290335829
"MSTRG.36429",577.200496263401,0.75946482060181,0.420448843095098,1.80631920642491,0.070868493460396
"MSTRG.36428",1446.14870392725,0.220758295175134,0.32521394112582,0.678809445901726,0.497258607925309
"MSTRG.30118",29.2819598054547,0.648689684097537,0.56355341680215,1.15107044826112,0.249703254375727
"MSTRG.28587",33.397670212365,0.257893673422537,0.438110216504788,0.588650215646634,0.5560959407223
"MSTRG.28585",105.712282661928,0.109234881177738,0.318515572208844,0.342949892277528,0.731636156678841
"MSTRG.12332",12.608955042929,-0.521209837291426,0.666464557917872,-0.782051845217033,0.434184105221723
"MSTRG.20697",72.7028124441322,-0.0256272985130629,0.469977470602056,-0.054528780880142,0.956513878868171
"MSTRG.20696",40.7472956647676,0.0577494742117029,0.512781101089326,0.112620129893678,0.910331725234178
"MSTRG.20695",45.8466783677485,-0.537246983672814,0.575357445458151,-0.933762112429101,0.350426617236474
"MSTRG.55405",39.3068012733311,-0.436650003813242,0.696338951346887,-0.627065314914031,0.530616422060623
"MSTRG.55401",23.0163230384488,-0.408000502157027,0.586686295415477,-0.695432133569936,0.4867845285997
"MSTRG.57704",61.3160154759293,1.46404170207039,0.602876858607909,2.42842577413069,0.0151645288458545
"MSTRG.28091",63.0084711125443,-1.23820849001237,0.484549637506379,-2.55538007702269,0.0106071904713539
"MSTRG.28090",59.1135379275685,0.213382953065276,0.506000173892055,0.421705295917146,0.673240138427314
"MSTRG.28093",19.3841959961247,-0.484542222088414,0.647790132189816,-0.747992595148753,0.454464623996461
"MSTRG.28094",55.6564748532752,0.127327087722423,0.465753923325369,0.273378454470847,0.784562313049877
"MSTRG.28097",12.6712630748551,-0.243906896491601,0.686858567012478,-0.355104978238074,0.722510947292007
"MSTRG.28096",13.5529238670573,-0.181757081112749,0.587642771582346,-0.309298590746436,0.757094402872935
"MSTRG.28098",24.2197036886684,0.370774250822032,0.667608429368799,0.555376826461863,0.578636939774713
"MSTRG.37202",29.1622322373166,-0.10030595143967,0.62404407924771,-0.160735362733655,0.872301836115891
"MSTRG.10527",66.2151972482664,-1.00752369958432,0.535011223491983,-1.88318236206014,0.0596756584926915
"MSTRG.37203",81.6284412319421,-0.0725355079180598,0.410927331284678,-0.176516630547043,0.859888084525894
"MSTRG.10524",129.336904853343,0.450360030228,0.307801719386473,1.46314981971408,0.14342638816652
"MSTRG.20523",15.5784815215292,0.726119478598017,0.684932064222119,1.06013357605425,0.289083834638024
"MSTRG.17321",800.75098266372,-0.338254199271488,0.181745443218249,-1.86114266900928,0.062724031963637
"MSTRG.17320",53.3175811365815,-0.248448006872003,0.389087296990689,-0.638540524950492,0.523121882853483
"MSTRG.17323",167.900802387579,0.268557825794725,0.305190200685673,0.879968705388819,0.378876262952223
"MSTRG.17322",13.8309493602825,-0.43249814026228,0.605795522269158,-0.713934197866386,0.475267869618981
"MSTRG.17325",181.401363921157,0.15373618080087,0.383236556969139,0.401152181349051,0.688308084517535
"MSTRG.17326",1478.58906961571,0.495525050433319,0.307669063238091,1.61057808418604,0.107271713725806
"MSTRG.17329",176.946702596774,-0.674265792745423,0.418261236601919,-1.61206856801592,0.106947019651636
"MSTRG.17328",713.053720522771,0.000528368649575118,0.18639301376757,0.00283470200355249,0.997738238065967
"MSTRG.16051",235.06811419887,2.2017283749928,0.523776793448211,4.20356228556449,2.62746807398699e-05
"MSTRG.16052",215.926168929721,2.70671132105789,0.570259857405774,4.74645249162594,2.07015319691442e-06
"MSTRG.16057",13.2344089020422,0.00568828827651977,0.667688628662141,0.00851937270208944,0.993202606278856
"MSTRG.25349",90.4302166843646,-0.883661308749692,0.387447993614192,-2.28072237645812,0.0225648801955812
"MSTRG.25342",164.403658822016,-0.0323682165779409,0.294995470969151,-0.109724452621599,0.912627907116234
"MSTRG.25343",16.7936826508445,-0.0245671875733163,0.539675260004297,-0.0455221674847957,0.963691106114012
"MSTRG.25341",292.457022121496,-0.160835596042804,0.259844314145129,-0.618969079896719,0.535936728499977
"MSTRG.37465",47.5566838074174,-0.775437140319824,0.56132798815648,-1.3814332381083,0.167145791996645
"MSTRG.37466",79.2042101892658,-0.321040862957043,0.34029720328721,-0.943413169005932,0.345469609871356
"MSTRG.25345",225.061215380346,-0.151195258973551,0.292130397239751,-0.517560857761288,0.604764697607867
"MSTRG.9593",94.548406148508,0.437057223252085,0.324858474224175,1.34537731944922,0.178503415784956
"MSTRG.7056",99.6429500856302,0.542035900225327,0.505405604568789,1.07247702701633,0.283505827019589
"MSTRG.11587",82.6939828185506,-0.37213091768902,0.454867220355916,-0.81810889208029,0.413295011875825
"MSTRG.22580",67.8924143891756,1.5709097194464,0.522928657539167,3.00406125538977,0.00266401683091668
"MSTRG.16589",68.3055815494448,0.058508393751311,0.383329297837516,0.152632199211946,0.878688331205909
"MSTRG.16582",277.799529373906,0.217516364509123,0.267882450900428,0.811984375154062,0.416800597185562
"MSTRG.16586",41.7818471194815,-0.140582381459405,0.586733707652349,-0.239601678965925,0.810639063058422
"MSTRG.16587",239.2216046193,0.351466494759152,0.298469992203468,1.17756057205093,0.238971836197562
"MSTRG.11051",232.945112085204,0.72344623693017,0.307382849617556,2.35356734388492,0.0185942393958166
"MSTRG.11050",56.4342784989177,0.594740061306734,0.481387067381405,1.23547162274619,0.216655031295442
"MSTRG.11053",68.2235758637026,-0.0523885733489511,0.347044851038147,-0.15095620405327,0.880010264004005
"MSTRG.11054",22.4471234356457,-2.21225730938911,0.622653819328136,-3.55294907172691,0.000380938206616708
"MSTRG.11057",249.52641516923,-0.124570077568594,0.623818405235012,-0.199689647697498,0.84172331065189
"MSTRG.11056",116.972316376922,0.193866620921975,0.322527594113983,0.601085378305529,0.547783121613646
"MSTRG.46536",83.8301920123808,0.650237565599397,0.34343271696045,1.89334776067441,0.0583116375907842
"MSTRG.23186",23.4810207587334,-0.672508012190922,0.524620691900157,-1.2818937997949,0.199879903260819
"MSTRG.48743",206.242977378803,-1.12923459192776,0.428582874207698,-2.63481034797606,0.00841843054583715
"MSTRG.23183",162.403543357149,0.0528708208457359,0.385922332527289,0.136998604096065,0.89103189847852
"MSTRG.23188",41.829895200673,-0.400589100201136,0.477704767942408,-0.838570445772547,0.40171040105106
"MSTRG.23189",55.9379596856027,0.515405373193426,0.49028738723557,1.05123114853001,0.293152440478313
"MSTRG.47871",19.606293552875,0.101562640656354,0.541199364559938,0.187662157990405,0.851141496708761
"MSTRG.47872",374.141800746248,0.0164945907393723,0.281266556355381,0.0586439815423038,0.953235678737108
"MSTRG.47873",78.8100877125839,-0.1522098683832,0.445922307682193,-0.341337192064585,0.732849752098654
"MSTRG.51871",36.9672815898575,-0.456713708288223,0.536969865955996,-0.850538805329628,0.395025595369799
"MSTRG.51870",86.2489615323086,-0.279577312995151,0.455831947335216,-0.61333417859269,0.539655398375623
"MSTRG.51875",55.6178245579459,-0.111926721885618,0.704344789882051,-0.158908993852799,0.87374057466939
"MSTRG.645",19.4802097498638,1.34695832695801,0.698934823953904,1.92715870034663,0.0539598551225288
"MSTRG.57024",279.455518921907,-0.00595815287461383,0.212641997305986,-0.0280196431095416,0.977646484360967
"MSTRG.27253",141.409668363216,-0.986963287619114,0.332364422158807,-2.96952147046453,0.00298263968514574
"MSTRG.15772",70.0336410038011,-0.261398694678264,0.447880225882175,-0.583635265797671,0.559465728351639
"MSTRG.15773",334.814483467048,-0.186596226986168,0.219196178975398,-0.851274998763146,0.394616609640139
"MSTRG.27256",317.342444246695,-0.28426810449612,0.196262725819252,-1.44840597372482,0.147503545108424
"MSTRG.27255",446.305664258482,0.201902865716287,0.395640004950058,0.510319642074044,0.609827544005416
"MSTRG.11552",13.3327834574186,-0.0900613216939989,0.664104901909355,-0.135613095815232,0.892127152137608
"MSTRG.10720",147.473949741024,-0.276407712165436,0.301106850652644,-0.917972180195591,0.358633430658359
"MSTRG.10721",21.0600088093406,-0.764180703472553,0.633521581879128,-1.20624257378236,0.227723972770684
"MSTRG.10722",277.250244504356,0.172818902776277,0.262939671568266,0.657256859512768,0.511015770608005
"MSTRG.10726",55.3645708699395,-0.111422557425475,0.504387544774762,-0.22090663930893,0.825165127705335
"MSTRG.10727",13.8320702022358,-0.477996801251954,0.659268656294268,-0.725040993058523,0.468426882282935
"MSTRG.10728",29.2175806726597,-0.340963327288534,0.561107973943938,-0.607660812395799,0.543412458753269
"MSTRG.50123",101.317736392933,0.111372582338319,0.67455955556047,0.16510415043455,0.868862006271587
"MSTRG.46477",458.266903092628,0.126995798234688,0.2062668396647,0.61568693465769,0.538101162034116
"MSTRG.46476",230.310348741342,0.317783857058243,0.32977412677484,0.963640962880076,0.335225962346926
"MSTRG.46475",88.8670802281054,0.933557753123633,0.479446695528217,1.94715650734668,0.0515159741490731
"MSTRG.46473",133.648659508338,0.0101410885831331,0.312627741111537,0.0324382236428437,0.974122580457291
"MSTRG.46472",205.846029600874,-0.158594072467287,0.355626174287128,-0.445957254932647,0.65562812300077
"MSTRG.46470",76.7656956013755,0.0157568606167225,0.47544609285352,0.0331412138064978,0.973561976922706
"MSTRG.46479",119.336407536041,0.218408006949213,0.3108159354881,0.702692436300696,0.482247442346101
"MSTRG.46478",42.0770606409238,-0.945716699531249,0.577542063373987,-1.63748540497015,0.101529086065758
"MSTRG.34870",129.985947161527,0.261823120061959,0.26901539974568,0.973264431365191,0.330421895382052
"MSTRG.57028",153.073351585885,0.420692294886166,0.30950175103026,1.35925659058722,0.174065294433578
"MSTRG.50833",12.6967584627845,-0.419955762594438,0.623683374922763,-0.673347694487519,0.500726116569609
"MSTRG.50838",629.778550495183,-0.0208436349334996,0.218514233078267,-0.0953879966529864,0.924006649886995
"MSTRG.57029",35.497281796667,1.79339814390873,0.687894646749357,2.60708257054104,0.00913173366983702
"MSTRG.50124",18.6340858346784,-1.058514679266,0.703458032275539,-1.50473039001619,0.132393406579627
"MSTRG.12769",12.5008000128727,1.43859056767246,0.685801884812916,2.09767660242711,0.0359337231188138
"MSTRG.12760",28.3155026568118,1.09981323080135,0.545263984638361,2.01702892871384,0.0436924944829351
"MSTRG.12766",121.265656402283,-0.230192690748023,0.30310843297584,-0.759440073930146,0.447589348984162
"MSTRG.12764",85.6390964891808,-0.61100598849902,0.339922807643858,-1.79748453107383,0.0722587317188509
"MSTRG.12765",109.691209232134,-0.0453311614669376,0.41286692595063,-0.109796059257017,0.912571116407521
"MSTRG.38148",588.81962413908,0.159102789689343,0.296528809666514,0.536550866232105,0.591577891062723
"MSTRG.38142",75.5925682369094,0.336808063597601,0.514221887744162,0.654985856543646,0.512476860235073
"MSTRG.38143",73.7668880952542,-0.803379878603432,0.52345578823828,-1.53476166785213,0.12484238174185
"MSTRG.38140",15.2940443747119,1.03321660285468,0.699471990159737,1.47713792316219,0.139638669781702
"MSTRG.38146",21.1021071235594,-0.0928900230541613,0.582210758720727,-0.159547074084075,0.873237873509906
"MSTRG.17041",413.356295299592,0.800867888676425,0.231578291894593,3.45830294421964,0.000543589766970431
"MSTRG.17042",120.016784266972,-0.262433025660573,0.314760963501415,-0.833753406843262,0.404419955962978
"MSTRG.17045",72.0229542659372,-0.197539615708552,0.467619276926039,-0.422436852918268,0.672706183316044
"MSTRG.53561",36.0936942650467,-0.132649265711145,0.605767727589387,-0.2189771089969,0.826667879410128
"MSTRG.12491",20.5316530195975,0.170946790930597,0.638544103164887,0.267713365581664,0.788919960990323
"MSTRG.44721",48.24573755562,-0.824377968366804,0.699182821673348,-1.17905924289419,0.238374586395698
"MSTRG.40034",129.025342928743,-0.0480665101538278,0.513806671680349,-0.0935497976245257,0.925466790330057
"MSTRG.40037",42.2996781106476,1.06999177499973,0.635386263185711,1.68400205826766,0.0921812709575344
"MSTRG.58487",176.292703733388,-0.438175553346827,0.370812132798805,-1.18166455352897,0.237338828353153
"MSTRG.58480",188.053384112159,-0.0596851034369398,0.280071466598799,-0.213106690809165,0.831243746003173
"MSTRG.58482",12.9818547993047,0.172522365826141,0.704122760875838,0.245017453507036,0.806442917245043
"MSTRG.2508",80.8235163170156,0.667198054186901,0.475232632237932,1.40393990001271,0.160336746913231
"MSTRG.2509",166.309650031389,1.23615557179815,0.438343884759956,2.82005889616799,0.00480148359653695
"MSTRG.2505",16.8722994766642,-0.202843969675503,0.676690277411428,-0.299758953906433,0.764361026354534
"MSTRG.3678",14.6237308049709,0.91953573318065,0.703694162801671,1.30672639022559,0.191305652574678
"MSTRG.25866",177.77149481368,0.00302879334224101,0.299407804939646,0.0101159465193352,0.991928780112398
"MSTRG.4905",39.4831152523801,-1.53600752895818,0.70296437064389,-2.18504321570559,0.0288856781077209
"MSTRG.25863",14.8510215233077,0.155356890677998,0.617123689645833,0.251743521249618,0.801239314972819
"MSTRG.42768",57.1781491210027,-0.149975242830183,0.495403896784917,-0.302733272393487,0.762093139187534
"MSTRG.49517",150.276993477909,-0.451499154653709,0.448832720604759,-1.00594081921068,0.314444039108781
"MSTRG.8591",820.468896957628,-0.345798439938275,0.263190958502619,-1.31386899423004,0.18889029445349
"MSTRG.776",73.6529255429455,0.163276493661321,0.66995091142673,0.243714115282875,0.807452240539072
"MSTRG.8595",116.459310764485,0.349382165347467,0.299598410432277,1.16616828788697,0.243546411403421
"MSTRG.8596",798.583134158658,0.000606443705773605,0.255013237693451,0.00237808715837177,0.998102562760521
"MSTRG.8598",901.63268103403,-0.113932721183968,0.286975920966202,-0.397011431483081,0.691359030806278
"MSTRG.46866",24.5804489085323,-0.0448631353237034,0.499812300587038,-0.0897599664334209,0.928477961881337
"MSTRG.34095",16.5565955526046,-0.292210245634846,0.70412541072216,-0.414997443900159,0.678143774322425
"MSTRG.57096",391.050200913445,-0.0374844409397173,0.270262177374434,-0.138696584567897,0.889689917134255
"MSTRG.41078",640.003633285077,0.154146403115015,0.300687391815633,0.512646713200168,0.608198470568331
"MSTRG.41076",984.637392743395,0.146897464813657,0.385955175466021,0.380607578681348,0.703494456870829
"MSTRG.18171",118.176434651302,0.0709584524718701,0.389677514225395,0.18209532210993,0.855507919776531
"MSTRG.41073",216.228411454185,0.0733858163220438,0.212877996515055,0.344731806590701,0.730296004050693
"MSTRG.41070",54.7943928957195,-0.807086898688466,0.369550866345348,-2.18396700478639,0.0289646726910071
"MSTRG.41071",162.976469639411,0.398733038929468,0.267739019528408,1.4892600997486,0.136418890243064
"MSTRG.57451",37.28865948031,-0.132741844098182,0.454123747471885,-0.292303242975419,0.770054779504215
"MSTRG.57450",16.0158658021138,0.393800294819069,0.625150055531142,0.629929232725553,0.528740885881781
"MSTRG.57454",22.3478812664279,0.971626369526605,0.678091324121923,1.43288423692013,0.151890922745471
"MSTRG.50487",13.9569410912897,0.245906638804545,0.660600228881219,0.372247280660209,0.709708746492192
"MSTRG.50480",50.9998869064298,-0.481878570737912,0.576985840673775,-0.835165331224069,0.403624626645426
"MSTRG.1743",20.9769527668797,0.509799648260712,0.637908928882268,0.799173087534569,0.424190054728544
"MSTRG.21638",497.311531010611,0.891414112732098,0.324610395435541,2.74610463887349,0.0060307525244979
"MSTRG.21639",229.223985144993,-0.298392969281695,0.555375907350665,-0.537281083554979,0.591073469959291
"MSTRG.9240",37.8438998848897,-0.267053140238641,0.574014268435681,-0.465237808402257,0.641761166032478
"MSTRG.18797",15.2942847956205,1.06343586950992,0.695355074540711,1.52934221442524,0.126179629630346
"MSTRG.9248",45.7827503091871,0.660982797315089,0.60948911254972,1.08448663594654,0.278149089217624
"MSTRG.6311",109.009309271858,0.354584381580494,0.600153649309677,0.590822670141809,0.554639243618666
"MSTRG.47002",210.560669508832,-0.178071624736441,0.229790575334347,-0.774930061763175,0.438380987402138
"MSTRG.47005",76.0445286463301,-1.17540288887689,0.46795426271472,-2.51179010969594,0.0120120508141963
"MSTRG.6315",375.040885408308,0.373633433288206,0.346877231855577,1.07713449882398,0.281420182678506
"MSTRG.47006",28.9661373040314,0.107559917556218,0.585492696379702,0.183708384786517,0.854242230756059
"MSTRG.30461",331.539251243836,0.241198362749685,0.330140968986565,0.730592036153805,0.465028377859876
"MSTRG.30460",182.852771672128,-0.402399073414887,0.315677126369696,-1.27471723416422,0.202409344577396
"MSTRG.30468",256.18344446843,-0.818643547799186,0.457432097160307,-1.7896504265469,0.0735101264869565
"MSTRG.6430",13.2810197837715,-0.687018827747362,0.683166666416827,-1.00563868455517,0.314589408049854
"MSTRG.40856",13.1454672400548,-0.885941500596782,0.653360311412355,-1.35597691675159,0.175106512637307
"MSTRG.40854",12.7856124874403,-0.917498147508188,0.690869686545916,-1.32803358632701,0.184167011705738
"MSTRG.40850",49.4928009164123,0.650981697210706,0.644214520664258,1.01050453898411,0.312253625897148
"MSTRG.6438",292.378888593871,0.294750242186853,0.255388238900733,1.15412613930675,0.248448458224242
"MSTRG.34378",35.9589379160605,0.251334262411186,0.457773718758547,0.549036023939488,0.582980728112197
"MSTRG.54813",36.2078591910695,0.0404217022982141,0.524360614328769,0.0770876019167795,0.938553855887839
"MSTRG.54816",44.1983328506309,-1.57154492379193,0.566153982572672,-2.77582596284255,0.00550616738449099
"MSTRG.54814",12.0528413608302,0.0787087796912679,0.699125037298525,0.112581835139827,0.910362086937901
"MSTRG.54819",40.2006302408899,0.0920120197354504,0.490143773299966,0.187724550933221,0.851092583551613
"MSTRG.58309",110.400438558577,2.29005247015601,0.617614324644012,3.70790051133606,0.000208984725309805
"MSTRG.22019",13.8279653773358,0.217937277209933,0.670329114115181,0.32511981446249,0.745090393121641
"MSTRG.56410",916.847178894043,-0.655305559729321,0.222654088003822,-2.94315530248908,0.00324885393750822
"MSTRG.56411",68.5541039030558,-0.525381966635647,0.415652240423564,-1.26399406893673,0.206232155771693
"MSTRG.56412",44.0139986977541,-0.643430146473199,0.426134355547933,-1.50992319228958,0.131063024023026
"MSTRG.56413",167.057485280706,-0.546017604954888,0.290326236652363,-1.88070362241732,0.0600122466461662
"MSTRG.36340",24.1879538176869,0.465951986196232,0.487330281647751,0.956131813973811,0.339005643498322
"MSTRG.36344",202.291690713238,0.242404664234006,0.371936880687592,0.651736025171467,0.51457147833414
"MSTRG.36345",722.94257785304,-0.218155284033502,0.201472254025093,-1.08280559568431,0.278894721306571
"MSTRG.28873",62.5342109449772,0.957745881892203,0.533699716386919,1.79454073608287,0.0727269027134276
"MSTRG.6299",18.0144300287323,-0.496751331525052,0.686426252750364,-0.723677641312049,0.469263662847046
"MSTRG.6294",18.9386184748675,-0.230422555635288,0.622480682977648,-0.370168202703187,0.711257167030524
"MSTRG.6295",95.7140021962473,-0.066261891744608,0.392050662225996,-0.169013594744068,0.865785948175316
"MSTRG.7741",54.393059574805,1.53460478284824,0.418612908144709,3.66592800410671,0.000246443257468543
"MSTRG.7743",100.435252238782,0.146332672681443,0.422934002004074,0.345994107799433,0.729347142884463
"MSTRG.7742",263.318930193081,0.496374945679124,0.517857132717763,0.958517155251105,0.337802045081455
"MSTRG.7744",158.105903334198,0.0450334082753848,0.289524288120114,0.155542764884382,0.876393442660721
"MSTRG.7747",38.2294202460295,0.28133235336128,0.524253379580319,0.536634315236069,0.591520235971397
